date,AdrActCnt,BlkCnt,CapMrktCurUSD,FeeMeanNtv,FeeMeanUSD,FeeMedNtv,FeeMedUSD,FeeTotNtv,FeeTotUSD,NVTAdj,NVTAdj90,PriceBTC,PriceUSD,ROI1yr,ROI30d,SplyCur,TxCnt,TxTfr,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValMeanNtv,TxTfrValMeanUSD,TxTfrValMedNtv,TxTfrValMedUSD,TxTfrValNtv,TxTfrValUSD,VtyDayRet180d,VtyDayRet30d,VtyDayRet60d
2014-10-16,1673,17743,457472952.917386125157137558,0.0116973421748505,0.00005351221423645665996750132982,0.011,0.00005032206015710115,1437.66184,6.576918690731702579556,2693.50277541,550.2169333777055,0.000012,0.00457473274155465,,-7.114591808282795,99999929779.924419,122905,1389,37126351.119012,169843.1340385983146200520058,26952.3046213189,123.2995904115022741903194279,25,0.11436831853886625,37436751.119012,171263.1310815768779800520058,,0.112173774617862,0.102438622604422
2014-10-17,1421,17494,465096292.6239452483003473883,0.0121176023593218,0.00005635855975183903156926477591,0.011,0.00005116062888408945,1505.890798,7.0038472960403010330801,999.98077,548.2209260217201,0.0000122,0.00465096626218995,,-14.217855338359032,99999928274.033621,124273,1585,100001851.310103,465105.2365998249044013400648,70128.1451861722,326.1636372908454523004298094,28.743394,0.1336845557548330356903,111153110.120083,516969.3651059903349070557658,,0.112185919064954,0.102386120651352
2014-10-18,1147,16758,485419727.5161729606236061536,0.0118290083811308,0.00005742038201713721763514714272,0.012,0.0000582504096712608,1010.552186,4.9054232357240119013424,5542.94919748,548.4995609120715,0.00001254,0.0048542008059384,,-11.780262466661338,99999927263.481435,85430,703,18040924.370887,87574.2696210333973936753608,27978.179759441,135.8117027369679324362644344,20,0.097084016118768,19668660.370887,95475.6270240883448560753608,,0.105947651128047,0.102389420688458
2014-10-19,975,15429,490916363.9403588337771678154,0.012122109847186,0.00005950946466364032732684707526,0.011,0.00005400083975084601,813.090518,3.99159734231367029173938,18508.92056438,552.5068376187663,0.0000126948508853625,0.00490916725007691,,9.163106921853279,99999926450.390917,67075,514,5402796.241009,26523.23036520001881414600219,10706.1135039086,52.55810178899425330293561043,20,0.0981833450015382,5502942.341009,27014.86431954294605069700219,,0.101966719321759,0.0985447148653148
2014-10-20,1588,17132,530155041.2788058522579862142,0.0120502983662447,0.00006388531206906041171483463923,0.011,0.0000583170981664799,1258.316256,6.6710320568754047697504,2651.46705079,554.200487504378,0.0000139311787516976,0.0053015543787709,,1.1807459642934135,99999925192.074661,104422,1114,37714941.681964,199947.8142191053763810180476,33873.053574474,179.5798355000939207477340066,30,0.159046631363127,37734581.681964,200051.9367471044368570180476,,0.102215527180752,0.0991047950438308
2014-10-21,1551,18256,518626405.3135526158380851656,0.0118147147112303,0.00006127427706614197654261121751,0.011,0.00005704894821428781,1669.903592,8.66056759480556360371032,5107.37985734,556.3940785406321,0.0000135,0.00518626801948071,,5.789210136667244,99999923522.171069,141341,1605,19579496.006825,101544.5139777467627551158458,12949.2087269938,67.1580670983884610784353896,38.798,0.20121682661981258658,20783480.006825,107788.6976929132259037558458,,0.102316761039607,0.0988079137821709
2014-10-22,1534,18607,497009822.5557040837758205521,0.0114564358304408,0.0000569396561316916504454802612,0.011,0.0000546711234382665,2095.897653,10.4168253910123679762295,6601.29815431,559.3929965263945,0.0000130600526008182,0.0049701021307515,,1.4929796243759754,99999921426.273416,182945,949,15148523.682577,75289.7098325155071364666155,16481.6793283214,81.9156295480531414798155321,30,0.149103063922545,15641113.682577,77737.9324411023885214666155,,0.102179926826728,0.0989097720797483
2014-10-23,1469,18527,490340247.0519713864064205854,0.0121079792742339,0.00005937034371459253714083188092,0.012,0.00005884087744444776,2659.275488,13.03950859003600082204224,5327.33474337,562.5707903282542,0.0000137237833341044,0.00490340645370398,,5.329698957378415,99999918766.997928,219630,929,18771097.290519,92042.31959743615738968656562,26302.0369973294,128.969577958265831731998151,20,0.0980681290740796,24434592.370519,119812.7379232288958961049656,,0.101184636269668,0.0965239958152626
2014-10-24,1603,18462,501759087.2635196728154420897,0.0117469778696159,0.00005894157806109968505085139997,0.011,0.00005519354559687243,2106.244879,10.56828388793323219125327,594.41131446,733.8058431226584,0.0000140524312857453,0.00501759505426113,,-0.2351875146077136,99999916660.753049,179301,4251,168233534.973796,844127.7530453856521926913495,39733.4620027749,199.3664224337958714481292096,1400,7.024633075965582,168906946.973796,847506.6617660657482682513495,,0.101266353422472,0.0936358476590597
2014-10-25,1362,18673,481224845.2384017560139068895,0.0115951189255876,0.00005579864096531655853836845979,0.011,0.00005293477838023793,2434.256077,11.71425508697658161894551,1420.42099619,731.5339947642606,0.0000139005603448377,0.00481225258002163,,-3.420110673368976,99999914226.496972,209938,12946,70401602.408664,338790.2928287503350132194023,5462.94711947042,26.28908137019326042487774518,3100,14.917982998067053,70723313.408664,340338.4474185216736221494023,,0.100654878422815,0.0883303737372672
2014-10-26,1224,18411,474742474.1047284328865114099,0.0119807712052393,0.00005687785997100050855359604549,0.011,0.00005222171836545884,2722.127064,12.92310480829103192200416,511.06921859,723.8348795218566,0.0000134439604733423,0.00474742894231444,,-11.117799034318782,99999911504.369908,227208,13222,195668038.43311,928920.1087432406030745271084,14813.683061043,70.32690770626870540822036092,3600,17.090744192331984,195866517.43311,929862.3736922822308112871084,,0.0960888698263991,0.0883211196512398
2014-10-27,1804,18545,477471474.7905897410171607684,0.014093528411617,0.00006729263961983399060918586157,0.011,0.00005252191035482831,3138.248252,14.98425394206733123796492,1082.5959277,721.2580954322287,0.0000136414422590718,0.00477471912316621,,4.920415387756586,99999908366.121656,222673,19676,92370482.658871,441043.1099674041472128639489,4707.35274745228,22.47628718274939994610448346,1200,5.729662947799452,92621872.658871,442243.4266077769007447639489,,0.0913018014585062,0.0865914380654056
2014-10-28,1809,18910,462060912.1505055888939468437,0.0122810057919447,0.0000567457806079513783702591518,0.012,0.00005544736146464988,2160.646473,9.98351216547932311682277,636.97669526,722.1430646514659,0.0000130007227767719,0.00462061345538749,,-13.259789840494191,99999906205.475183,175934,18632,156991467.582816,725396.8874941885601629453718,8807.76157056763,40.69726162480964269644090095,1400,6.468858837542486,164106213.582816,758271.3785934528830904853718,,0.0902276810660762,0.0866062026838499
2014-10-29,1754,18356,468914699.1720533909954462446,0.0119231117650653,0.00005590927774157888748570947943,0.011,0.00005158066679868949,2927.302785,13.72656632472370712974815,976.89057204,721.1435570304998,0.0000140562369978278,0.00468915152715359,,-4.391342287607931,99999903278.172398,245515,14537,102365511.696321,480007.3954986622963736049424,7381.97466439575,34.61519777096044113351479324,1100,5.158066679868949,107311765.696321,503201.1299964518495254649424,,0.0899668796147816,0.0856794109606782
2014-10-30,1635,18220,465567204.5715544892034319796,0.0156476304343647,0.00007285030783617055494491475243,0.011,0.00005121244328713029,2442.078739,11.36952899306765032108221,2051.14292831,726.9900286376738,0.00001351,0.00465567666246639,,-1.132902216088806,99999900836.093659,156067,1386,48753258.222909,226979.4065275950571523405285,41915.1197733615,195.14324493332265755041107,20,0.0931135332493278,58094356.005879,270468.5374775850217934799068,,0.0891564184978425,0.0852156977608296
2014-10-31,1571,18160,482566140.2199726427230016842,0.0201390142822621,0.00009718416343056866801879314121,0.011,0.00005308232978799883,3250.215376,15.68445495189605613963728,1061.82138665,722.7441670939572,0.0000143072483779902,0.00482566634436353,,-3.748230694023684,99999897585.878283,161389,1425,94177701.488148,454470.1644608709383128984424,66231.0581951916,319.6089884841184633372084023,20.938,0.10103980191828359114,94379257.928148,455442.8085898686654855316424,,0.0894405650743289,0.0853257446730557
2014-11-01,1102,17404,456320044.2488584605999020771,0.0329486906807623,0.0001503516413071609419325264078,0.011,0.0000501952587555903,4943.061422,22.5562042838241944334006,1970.75691037,721.1656452895347,0.0000140183471801369,0.0045632053414173,,-8.654521418980824,99999892642.816861,150023,800,50741870.860082,231545.5761422330288078742186,63438.7092001025,289.4838566745265390966552732,30.999838,0.1414586263446709903974,50750967.360082,231587.0853396212312773242186,,0.0899793609802696,0.085646150936713
2014-11-02,1070,16658,463910269.8818566193595020885,0.027814189096458,0.0001290330221097765214397561121,0.012,0.0000556692938250894,3007.548267,13.95234068073011884083915,5032.28452227,723.7697182231082,0.0000143,0.00463910781875745,,-8.104372246837672,99999889635.268594,108130,663,19871668.462439,92186.81253585659952497642055,29972.7925526983,139.0470162812177522443507273,100,0.463910781875745,19871961.462439,92188.17179444749545782642055,,0.0898114774136101,0.08481385905071
2014-11-03,1308,17576,456666034.2202185315002451162,0.0268449829779234,0.0001225920590019037102704268509,0.012,0.00005479998662068968,3712.419541,16.95337843143224357741974,1956.47802141,726.3610001783024,0.0000140377446409284,0.00456666555172414,,-6.100185673550373,99999885922.849053,138291,1394,51112194.8873,233412.299664843622207989422,37008.9009234577,169.0072729543259919104053589,33,0.15069996320689662,51590407.8873,235596.138498330278369809422,,0.0770013180459211,0.0847901743392634
2014-11-04,1591,17807,479296920.1103042000411123404,0.0185048095459257,0.00008869308584278235068521925869,0.011,0.00005272272280615901,2749.185535,13.17677699131881447290185,463.9754219,716.678710757274,0.0000145392470516442,0.00479297480055991,,-22.38109016169115,99999883173.663518,148566,1654,215528406.146772,1033022.219466319807231239111,190464.127658266,912.8897642766947194139397161,20.38323,0.0976963077440167743093,315027667.146772,1509919.670113653238457749111,,0.0774298757021666,0.0850241347290595
2014-11-05,1732,18311,477235437.5595124727717177617,0.0116930165245799,0.00005580328493436912072868854513,0.011,0.00005249596055797192,2090.290406,9.97561842800755556303632,703.65907472,713.9783179770532,0.0000140858394258928,0.00477236005072472,,-24.95813428673061,99999881083.373112,178764,1723,142114107.066713,678219.6872095967416890382454,82533.8491391254,393.8812444641028820483769599,200,0.954472010144944,142205822.066713,678657.3842116489593838382454,,0.0537527595976321,0.0850206453497125
2014-11-06,1682,18404,515629390.3287486571977238945,0.0114564792361334,0.00005907304597476232460634293232,0.011,0.0000567193020062328,2858.620699,14.7399064316226644629752,750.06453266,709.9960368606144,0.0000147613377746836,0.0051563001823848,,9.3978167900887,99999878224.752413,249520,8007,133321699.495138,687446.7034226315674808451024,16695.405582008,86.0865228474960583934126784,2500,12.890750455962,133680112.495138,689294.7884399006508032451024,,0.0540118416324234,0.085383065758445
2014-11-07,1807,19006,462382080.3062909816583422307,0.00662963315657448,0.00003065427341937495340573254811,0.01,0.0000462382649166277,1252.722222,5.79237019677824970907494,291.29829357,693.4465321904295,0.0000135252065264528,0.00462382649166277,,-8.724538885680952,99999876972.030191,188958,2486,343290294.443286,1587314.757777578412337602662,139217.706533904,643.7185195799984242103395541,300,1.387147947498831,346095218.443286,1600284.239675879115817082662,,0.0542781562967048,0.0864816485933566
2014-11-08,1364,19258,476849733.8277975783071445743,0.00551036586636242,0.0000262761974688903652600111714,0.000015,7.152754854979215E-8,666.500793,3.17821118865216453067833,3284.92365424,694.166290730594,0.0000138599413999469,0.00476850323665281,,-14.754870722252681,99999876305.529398,120954,6198,30442070.14563,145163.1100198485340704487203,4981.41467338335,23.75389199313830485645198471,200,0.953700647330562,30874808.14563,147226.6225734711977642287203,,0.0447413158270898,0.0859402053191413
2014-11-09,1197,19597,481432054.5423275717386468763,0.00566799928875781,0.00002728759941759330744079306043,0.000015,7.221489813447105E-8,868.637895,4.18190647354442398736265,4247.1707122,695.4037832989461,0.0000132403560338057,0.00481432654229807,,1.9337083791621665,99999875436.891503,153253,17156,23545056.747917,113353.5916414110913778656202,1412.46209768693,6.800053766884196482953603225,600,2.888595925378842,24232199.747917,116661.7224246654140918756202,,0.0417724182956683,0.0855194930962056
2014-11-10,79116,18957,500331011.2327174942072190941,0.00258052967443793,0.00001291120648395909550050636263,0.00001,5.00331641672414E-8,1441.254209,7.21105084456246476690526,1408.89205942,694.9322051876704,0.0000136888797886215,0.00500331641672414,,-2.6479710988346894,99999873995.637294,558511,15871,70977668.819402,355123.7356249231350021137643,4582.85494420024,22.92947337778245336243300179,400,2.001326566689656,72734490.819402,363913.6719787852720851937643,,0.0421736153723414,0.0848237983321963
2014-11-11,80966,18552,496476529.8802463194826763489,0.00176828225470528,0.000008779117600837605122184397888,0.00001,4.9647716463121E-8,1846.626,9.1680764061427279746,761.33578771,690.3889670490436,0.0000135133824573346,0.0049647716463121,,-0.8328135061638381,99999872149.011294,1044305,10294,131347920.016184,652112.4290984198701559150264,13229.121432503,65.6795669937106060090221863,300,1.48943149389363,136180576.026186,676105.4626332575640999286506,,0.0414284116728405,0.0848107523793601
2014-11-12,80915,18423,485494229.5185879733525600979,0.00142562541285616,0.000006921338050350470032534480467,0.00001,4.85494856358092E-8,1262.53244,6.1295300560523140650448,870.08222161,687.9606764058913,0.0000114885166569258,0.00485494856358092,,1.13462478106763,99999870886.478854,885599,2254,114931518.427185,557986.6102982358535698753102,51041.8304912098,247.805461625839822810470997,0.5,0.00242747428179046,115048285.927187,558553.510504643498543102472,,0.0411166671965596,0.083593327426088
2014-11-13,81032,18602,520641775.47051673585806314,0.00224205099750962,0.00001167306942351933188433562405,0.00001,5.2064245802104E-8,1984.224101,10.3307131320922833308504,926.47608578,684.9276852788828,0.00001234,0.0052064245802104,,4.703357409364424,99999868902.254753,885004,2319,107935725.958648,561959.2167139586875095395392,46800.3785936386,243.6626414730726383328895614,3,0.0156192737406312,108530077.958648,565053.6655760558991703395392,,0.0411689503169087,0.0840863139413344
2014-11-14,80752,18740,504422708.9346614707225164538,0.00293508630078298,0.00001480526153148870112275763563,0.00001,5.04423380244021E-8,1986.759917,10.02168153066470601706257,802.77657581,679.2488594564832,0.00001268,0.00504423380244021,,8.359818274548186,99999866915.494836,676900,2926,124567494.777949,628347.5678442246869082989293,43061.8589466675,217.2140844946925796817475002,0.5,0.002522116901220105,125998999.277949,635568.4112314699585042439293,,0.0415150902478443,0.0841926499602157
2014-11-15,1509,18678,528827537.0886789639044357516,0.0117943008909685,0.00006237159507312086729195068442,0.011,0.00005817110756685052,1840.028882,9.73059254735760932515624,4744.97778005,678.4624626235609,0.0000139897318294605,0.00528828250607732,,15.597627333311312,99999865075.465954,156010,8601,21074885.85003,111449.9501582900987491043196,3619.71931752471,19.14209834377605981335427058,238.455516,1.26102013374044047649712,31133205.85003,164641.1878548177280515043196,,0.04224831315992,0.0834727903479275
2014-11-16,1321,18686,505448687.6804257385491779504,0.0116604481679358,0.00005893766292540651972127565345,0.011,0.00005559943175788243,1970.813968,9.96146697466340792234384,2772.61785283,679.1304849050543,0.0000129601681479393,0.00505449379617113,,8.676208581895319,99999863104.651986,169017,13776,36066947.705247,182300.1634229995349084109191,4243.80659881294,21.45029412585010881777509842,200,1.010898759234226,58462679.705247,295499.2518777107885255709191,,0.042554709702888,0.0836497484325563
2014-11-17,2081,19487,542500686.8617845138631098357,0.0118297171210994,0.00006417638622492742333478084888,0.012,0.00006510017330216244,2702.972065,14.66366248853365661768655,812.28255248,677.7587937979371,0.000014,0.00542501444184687,,11.759168166470664,99999860401.679921,228490,14866,123109698.831829,667871.8940940910660923000252,8996.83878190697,48.80798032281331462778732568,200,1.085002888369374,133747005.331829,725579.4354789426483479550252,,0.0444390368339843,0.0798347927651627
2014-11-18,1935,19593,527923604.8646642104658375129,0.0119399781807379,0.0000630340531517187232625057743,0.011,0.00005807167937605518,3054.592678,16.12593878375106921381564,1044.48004267,675.777412368119,0.00001412,0.00527924357964138,,7.538474668156253,99999857347.087243,255829,17785,95741281.079553,505441.5434458709062989907031,5929.363091344,31.30255203134037737970221472,200,1.055848715928276,105453722.579553,556715.8878773884005282607031,,0.0424549178390305,0.077420559677442
2014-11-19,1944,19507,547538626.3339963477384069163,0.0118888988023853,0.00006509640839329579904733301533,0.011,0.00006022933698305084,3598.591334,19.70370637452476888231096,962.33327726,672.5702164857355,0.0000145,0.00547539427118644,,3.2790362975743506,99999853748.495909,302685,16809,103913951.758628,568969.8561555358431860666043,6227.06337430115,34.09562712596341903421635641,400,2.190157708474576,104670708.258628,573113.3963603189443679266043,,0.0427678185172857,0.0770521341689353
2014-11-20,2249,19350,585248730.1378120806077090084,0.0120081602424553,0.00007027771127732285058608172092,0.011,0.00006437745736581588,4501.04272,26.3423350735014494122176,766.20919695,669.2708182758356,0.0000163932630040912,0.00585249612416508,,12.846002215502105,99999849247.453189,374832,15446,130512462.713729,763823.6821873384914311783833,8550.15587943345,50.03975414539153717352467393,300,1.755748837249524,132065707.713729,772914.0425297172811157783833,,0.0435145533836993,0.0775098675318146
2014-11-21,2424,19514,665047479.7927273941936162032,0.0118448476071353,0.00007877398267436191230763951616,0.011,0.00007315533624054359,4346.656347,28.90737332607981038215143,740.43672951,663.370580080881,0.0000189558164815897,0.00665048511277669,,33.80982800389879,99999844900.796842,366966,16351,135055219.326248,898182.7255320030331182795591,8305.75199230934,55.23727997526859868345282128,200,1.330097022555338,135807350.82625,903184.7648756167351032401125,,0.048877603057486,0.0788505515143504
2014-11-22,1875,19467,933438335.3489411561624005297,0.0119399683422693,0.0001114524200822550433974799739,0.012,0.00011201277948555012,4921.535551,45.93957303370486719769301,905.56095343,658.7406574231907,0.0000264383424897721,0.00933439829046251,,90.36558316334164,99999839979.261291,412190,18192,110428612.894897,1030784.655424272844276148811,6856.72855622785,64.0034353134187174149174429,400,3.733759316185004,124737605.894897,1164350.495221712866628578811,,0.078196186109766,0.0895622723314878
2014-11-23,1910,18892,836602493.5990604479590254747,0.0122325456301971,0.0001023379518712885515720187128,0.012,0.0001003924660966644,6191.710924,51.8000940848347171201588,761.18007656,656.5170298988455,0.0000227482641729982,0.0083660388413887,,66.73403793883178,99999833787.550367,506167,18453,131374738.865186,1099086.168123443699686323798,7167.2262973601,59.96129358873711322542797087,500,4.18301942069435,132256826.865186,1106465.750592966575291923798,,0.0811087620258968,0.0908845357634544
2014-11-24,2139,18884,837373957.6608801944034077121,0.0122082998015546,0.0001022293009214207973088449599,0.012,0.00010048504959722856,7622.288606,63.82717071819167850548228,1382.95322016,654.9298290944757,0.0000222117632963179,0.00837375413310238,,74.00903202517982,99999826165.261761,624353,18034,72308900.046162,605496.9506216359234742720656,4062.89203982267,34.02165901081384238663215495,400,3.349501653240952,73270195.046162,613546.5986010165758563720656,,0.0809450785644203,0.0905325182386919
2014-11-25,2726,18785,975642077.1736610523963663099,0.012082920333126,0.0001178862681832018998508056279,0.012,0.0001170772610591598,7070.006677,68.97808478442765650083205,499.65135623,648.92779613245,0.0000258895067212157,0.00975643842159665,,105.5099410680225,99999819095.255084,585124,19223,200139192.756093,1952645.709872883676407075888,10507.3629899649,102.5144399849562059293854576,800,7.80515073727732,201983038.756095,1970635.079830810485999819082,,0.0845742752093186,0.0896977645449205
2014-11-26,3265,18960,1193176881.144336682120548052,0.0120780188833907,0.0001441123995333079681626717053,0.012,0.0001431814945063416,6807.376769,81.2241982877642442515242,200.85438503,629.3912422525559,0.000032453886616014,0.0119317912088618,,149.89514359013424,99999812287.878315,563617,21337,497872188.71839,5940507.004486868842152628502,23601.8820217646,281.6127284198842208519935323,1300,15.51132857152034,503593356.698391,6008770.786295066396349001364,,0.0898986833551691,0.091085345717084
2014-11-27,3542,18814,1535577690.313915295292577682,0.0123773082795395,0.0001900635586773443238351708372,0.012,0.0001842696855097632,9103.807295,139.796308932594834490212,110.26168446,594.9380243198706,0.0000415010935125658,0.0153558071258136,,232.33264963787897,99999803184.07102,735524,26159,906931575.317413,13926666.34688448421164587222,34740.8245295085,533.4734008668665318852706156,2400,36.85393710195264,908785228.867413,13955130.69327636388792415222,,0.0986032525329137,0.0953184846048376
2014-11-28,3646,18873,1533536667.19519220491572568,0.0120858428737585,0.0001853412128517574492040782416,0.012,0.0001840247782014588,8666.201976,132.8996580402036648868824,198.49655218,576.2892845054148,0.0000405735715955582,0.0153353981834549,,227.03993664209437,99999794517.869044,717054,23257,503786052.803387,7725759.719010975331466081746,21708.8350089602,332.913628961330388844892595,1400,21.46955745683686,504882375.803387,7742572.268753655157798781746,,0.0985075761595851,0.0950285002476866
2014-11-29,2810,18884,1340095783.780390134889485752,0.0119350067632666,0.0001599408640954556324872434198,0.012,0.0001608118375812432,8138.707877,109.0667141031090549410572,273.49210562,563.6109259280039,0.0000356305523085915,0.0134009864651036,,187.84186352847573,99999786379.161167,681919,20388,365640485.860091,4899943.202104983729003420428,18000.0052460512,241.2178266741259264404989043,1300,17.42128240463468,366984106.956491,4917949.050232067788375007468,,0.10379030503105,0.0969589987779377
2014-11-30,2713,19167,1101436038.243756387718878088,0.0120832845899341,0.00013308994543180420768424017,0.012,0.0001321726169151132,7548.923298,83.1467455990105769822778,186.53842143,547.2692791592852,0.0000290768673290474,0.0110143847429261,,128.2458826808677,99999778830.237869,624741,22598,536081403.831586,5904606.835329026164149243795,23768.5970807853,261.7964730473594474544078663,1200,13.21726169151132,537122756.831586,5916076.697924226487162543795,,0.111189038497551,0.100815757481503
2014-12-01,3362,18974,1357385991.164299390442928645,0.0121094311164471,0.0001643720999140723573938586722,0.012,0.0001628866938505356,8996.87138,122.122552840558811442594,283.68142072,537.1739998328823,0.0000357632624196376,0.0135738911542113,,197.46395655285903,99999769833.366489,742964,24275,352507293.503055,4784895.633076084727592665522,14753.9124409085,200.268001571655937572172966,1200,16.28866938505356,358151224.503055,4861505.738151963664212965522,,0.115970739297883,0.103978055564431
